date,ip,method,url,status_code,response_size,referer,user_agent,response_time
23/Jul/2023:13:05:17 ,8.8.138.49,"POST","/products",200,2555,"http://example.com/checkout","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",266
23/Jul/2023:13:05:18 ,135.139.131.118,"POST","/blog/post2",303,2478,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",495
23/Jul/2023:13:05:18 ,89.150.35.216,"POST","/signup",303,1846,"http://example.com/services/service1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",542
23/Jul/2023:13:05:19 ,195.188.66.78,"GET","/checkout",303,612,"http://example.com/login","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",630
23/Jul/2023:13:05:19 ,48.211.58.228,"GET","/blog",200,2573,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",442
23/Jul/2023:13:05:19 ,48.211.58.228,"GET","/login",303,2480,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",574
23/Jul/2023:13:05:19 ,77.193.163.156,"POST","/products/item1",303,1309,"http://example.com/services","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",219
23/Jul/2023:13:05:19 ,90.91.190.26,"POST","/blog/post1",200,1006,"http://example.com/blog/post1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",491
23/Jul/2023:13:05:19 ,91.3.36.95,"GET","/products/item1",303,1189,"http://example.com/home","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",286
23/Jul/2023:13:05:21 ,125.254.141.138,"GET","/blog/post3",303,1777,"http://example.com/blog/post1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",492
23/Jul/2023:13:05:21 ,199.118.224.5,"POST","/blog/post3",200,1323,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",427
23/Jul/2023:13:05:22 ,125.254.141.138,"POST","/signup",200,1048,"http://example.com/products/item1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",541
23/Jul/2023:13:05:22 ,49.163.23.184,"POST","/about",303,1118,"http://example.com/products","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",127
23/Jul/2023:13:05:22 ,76.150.80.193,"POST","/login",303,2339,"http://example.com/about","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",506
23/Jul/2023:13:05:23 ,113.230.66.17,"GET","/about",200,1035,"http://example.com/products/item3","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",137
23/Jul/2023:13:05:23 ,121.87.46.245,"GET","/services/service1",303,1583,"http://example.com/services/service2","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",368
23/Jul/2023:13:05:23 ,27.170.238.204,"POST","/services",200,2239,"http://example.com/blog/post1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",381
23/Jul/2023:13:05:23 ,77.193.163.156,"GET","/services/service1",200,937,"http://example.com/services/service1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",319
23/Jul/2023:13:05:23 ,8.8.138.49,"GET","/blog/post2",200,1504,"http://example.com/products","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",425
23/Jul/2023:13:05:23 ,94.55.155.226,"GET","/blog/post2",303,1673,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",500
23/Jul/2023:13:05:24 ,125.254.141.138,"POST","/products/item1",303,1805,"http://example.com/products/item2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",300
23/Jul/2023:13:05:24 ,125.63.217.146,"POST","/services/service1",200,1799,"http://example.com/products","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",305
23/Jul/2023:13:05:24 ,151.166.37.93,"POST","/search",200,1228,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",7174
23/Jul/2023:13:05:24 ,176.135.68.175,"GET","/blog",200,1321,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",438
23/Jul/2023:13:05:24 ,48.211.58.228,"GET","/home",200,1747,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",143
23/Jul/2023:13:05:24 ,90.4.202.112,"GET","/contact",303,2401,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",125
23/Jul/2023:13:05:25 ,113.230.66.17,"GET","/signup",200,2106,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",508
23/Jul/2023:13:05:25 ,125.254.141.138,"GET","/blog",303,2840,"http://example.com/home","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",406
23/Jul/2023:13:05:26 ,4.176.4.27,"GET","/blog/post1",200,953,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",445
23/Jul/2023:13:05:26 ,48.211.58.228,"GET","/products/item3",303,1647,"http://example.com/products","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",202
23/Jul/2023:13:05:26 ,87.177.34.191,"GET","/blog/post1",303,1688,"http://example.com/blog/post3","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",435
23/Jul/2023:13:05:27 ,151.166.37.93,"GET","/cart",303,2547,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",654
23/Jul/2023:13:05:27 ,31.30.11.233,"GET","/services/service2",303,972,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",370
23/Jul/2023:13:05:29 ,194.236.175.187,"GET","/blog/post2",303,1285,"http://example.com/home","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",485
23/Jul/2023:13:05:29 ,31.30.11.233,"POST","/products/item2",200,1009,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",256
23/Jul/2023:13:05:29 ,89.150.35.216,"GET","/about",200,1936,"http://example.com/products/item1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",159
23/Jul/2023:13:05:29 ,89.150.35.216,"POST","/about",200,966,"http://example.com/services/service1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",108
23/Jul/2023:13:05:30 ,125.254.141.138,"POST","/services/service2",200,1448,"http://example.com/products/item1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",356
23/Jul/2023:13:05:30 ,176.135.68.175,"POST","/products/item3",303,2183,"http://example.com/search","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",293
23/Jul/2023:13:05:31 ,4.176.4.27,"GET","/products",303,2799,"http://example.com/contact","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",243
23/Jul/2023:13:05:31 ,62.109.232.254,"GET","/services/service2",200,2991,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",335
23/Jul/2023:13:05:32 ,45.63.110.7,"GET","/about",200,1124,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",156
23/Jul/2023:13:05:33 ,76.213.162.151,"POST","/search",303,1479,"http://example.com/services","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",8085
23/Jul/2023:13:05:33 ,87.177.34.191,"GET","/about",200,1822,"http://example.com/products/item2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",191
23/Jul/2023:13:05:33 ,91.3.36.95,"POST","/products",200,2325,"http://example.com/blog","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",212
23/Jul/2023:13:05:34 ,195.188.66.78,"GET","/services/service2",303,1778,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",389
23/Jul/2023:13:05:34 ,85.135.66.29,"POST","/services/service2",303,2162,"http://example.com/profile","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",344
23/Jul/2023:13:05:35 ,121.87.46.245,"GET","/checkout",303,2980,"http://example.com/profile","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",674
23/Jul/2023:13:05:35 ,76.213.162.151,"POST","/cart",200,1862,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",679
23/Jul/2023:13:05:36 ,151.166.37.93,"GET","/profile",303,1547,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",695
23/Jul/2023:13:05:36 ,177.147.65.11,"GET","/services",303,2480,"http://example.com/products/item1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",337
23/Jul/2023:13:05:36 ,8.8.138.49,"GET","/signup",200,853,"http://example.com/services","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",564
23/Jul/2023:13:05:37 ,135.139.131.118,"POST","/search",200,1200,"http://example.com/about","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",9612
23/Jul/2023:13:05:37 ,183.168.19.102,"GET","/products/item3",303,2372,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",259
23/Jul/2023:13:05:37 ,199.118.224.5,"GET","/services/service1",200,1970,"http://example.com/login","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",369
23/Jul/2023:13:05:37 ,3.213.79.211,"GET","/home",303,1921,"http://example.com/search","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",197
23/Jul/2023:13:05:37 ,48.211.58.228,"POST","/blog/post1",200,2805,"http://example.com/products/item1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",437
23/Jul/2023:13:05:38 ,201.217.244.143,"GET","/login",200,1763,"http://example.com/profile","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",566
23/Jul/2023:13:05:38 ,91.3.36.95,"POST","/blog/post3",303,2060,"http://example.com/search","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",415
23/Jul/2023:13:05:38 ,94.55.155.226,"GET","/products",303,1450,"http://example.com/login","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",213
23/Jul/2023:13:05:39 ,195.188.66.78,"POST","/home",303,992,"http://example.com/blog/post2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",147
23/Jul/2023:13:05:39 ,87.177.34.191,"GET","/signup",303,1352,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",502
23/Jul/2023:13:05:40 ,176.148.242.15,"POST","/products",303,1267,"http://example.com/blog/post1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",249
23/Jul/2023:13:05:40 ,77.193.163.156,"GET","/blog/post3",200,2703,"http://example.com/blog/post1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",490
23/Jul/2023:13:05:40 ,85.135.66.29,"GET","/blog/post3",303,2891,"http://example.com/products/item1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",465
23/Jul/2023:13:05:41 ,176.148.242.15,"POST","/products/item1",303,2356,"http://example.com/blog/post2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",218
23/Jul/2023:13:05:41 ,199.118.224.5,"GET","/services",200,1408,"http://example.com/contact","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",373
23/Jul/2023:13:05:41 ,45.63.110.7,"GET","/signup",303,2724,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",558
23/Jul/2023:13:05:41 ,90.91.190.26,"GET","/products/item1",303,1113,"http://example.com/blog/post2","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",225
23/Jul/2023:13:05:42 ,151.166.37.93,"POST","/products/item2",200,2235,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",285
23/Jul/2023:13:05:42 ,31.30.11.233,"POST","/contact",303,1206,"http://example.com/signup","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",144
23/Jul/2023:13:05:43 ,194.236.175.187,"GET","/checkout",200,605,"http://example.com/login","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",629
23/Jul/2023:13:05:44 ,125.254.141.138,"POST","/signup",303,1881,"http://example.com/services/service1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",529
23/Jul/2023:13:05:44 ,126.146.50.43,"GET","/services/service1",303,2801,"http://example.com/signup","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",335
23/Jul/2023:13:05:44 ,126.146.50.43,"POST","/contact",303,1732,"http://example.com/products/item1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",116
23/Jul/2023:13:05:45 ,4.253.120.16,"POST","/products/item2",200,2994,"http://example.com/products/item1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",247
23/Jul/2023:13:05:46 ,145.255.94.21,"GET","/cart",200,1431,"http://example.com/blog/post2","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",628
23/Jul/2023:13:05:46 ,199.118.224.5,"POST","/blog/post1",200,1783,"http://example.com/services/service1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",462
23/Jul/2023:13:05:46 ,49.163.23.184,"POST","/cart",200,2180,"http://example.com/checkout","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",677
23/Jul/2023:13:05:47 ,199.118.224.5,"GET","/products/item2",303,2216,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",256
23/Jul/2023:13:05:47 ,31.30.11.233,"POST","/search",200,2646,"http://example.com/signup","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",8683
23/Jul/2023:13:05:47 ,48.211.58.228,"POST","/services/service1",200,2233,"http://example.com/products","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",361
